date,open,high,low,close,volume
2026-06-08 09:30:00,140.79,141.86,140.71,140.78,305324
2026-06-08 09:35:00,140.76,140.91,140.05,140.2,116854
2026-06-08 09:40:00,140.27,140.39,139.77,140.02,146672
2026-06-08 09:45:00,139.97,140.22,139.48,139.51,150546
2026-06-08 09:50:00,139.51,139.67,139.26,139.46,166961
2026-06-08 09:55:00,139.47,139.93,139.34,139.88,136757
2026-06-08 10:00:00,139.88,140.24,139.65,140.06,124652
2026-06-08 10:05:00,140.07,140.2,139.95,140.16,99503
2026-06-08 10:10:00,140.15,140.35,140.09,140.16,108935
2026-06-08 10:15:00,140.18,140.35,140.09,140.3,97658
2026-06-08 10:20:00,140.32,140.43,140.12,140.26,122289
2026-06-08 10:25:00,140.27,140.33,140.09,140.19,72284
2026-06-08 10:30:00,140.19,140.39,140.14,140.26,131653
2026-06-08 10:35:00,140.23,140.23,140.01,140.1,154997
2026-06-08 10:40:00,140.11,140.19,139.89,139.99,118120
2026-06-08 10:45:00,140.0,140.22,139.96,140.09,67813
2026-06-08 10:50:00,140.1,140.26,139.95,140.12,56450
2026-06-08 10:55:00,140.15,140.26,140.11,140.19,73530
2026-06-08 11:00:00,140.18,140.62,140.1,140.54,83879
2026-06-08 11:05:00,140.55,140.93,140.55,140.81,81335
2026-06-08 11:10:00,140.82,140.92,140.6,140.64,59230
2026-06-08 11:15:00,140.65,140.67,140.48,140.5,67697
2026-06-08 11:20:00,140.51,140.74,140.43,140.74,81541
2026-06-08 11:25:00,140.71,140.84,140.62,140.63,71810
2026-06-08 11:30:00,140.65,140.67,140.5,140.62,52004
2026-06-08 11:35:00,140.62,140.67,140.53,140.56,40291
2026-06-08 11:40:00,140.56,140.59,140.39,140.39,42208
2026-06-08 11:45:00,140.4,140.71,140.4,140.66,33869
2026-06-08 11:50:00,140.66,140.69,140.53,140.62,42485
2026-06-08 11:55:00,140.63,140.63,140.45,140.45,36154
2026-06-08 12:00:00,140.44,140.5,140.39,140.4,33578
2026-06-08 12:05:00,140.4,140.47,140.32,140.39,35828
2026-06-08 12:10:00,140.41,140.54,140.38,140.54,42074
2026-06-08 12:15:00,140.51,140.58,140.37,140.37,24440
2026-06-08 12:20:00,140.38,140.44,140.32,140.33,28030
2026-06-08 12:25:00,140.37,140.4,140.2,140.23,40383
2026-06-08 12:30:00,140.22,140.62,140.22,140.44,221300
2026-06-08 12:35:00,140.42,140.46,140.33,140.4,42886
2026-06-08 12:40:00,140.41,140.41,140.33,140.35,41330
2026-06-08 12:45:00,140.35,140.42,140.34,140.38,39121
2026-06-08 12:50:00,140.38,140.4,140.28,140.35,41014
2026-06-08 12:55:00,140.35,140.48,140.35,140.48,28725
2026-06-08 13:00:00,140.49,140.49,140.38,140.38,43537
2026-06-08 13:05:00,140.38,140.44,140.34,140.44,32826
