date,open,high,low,close,volume
2026-06-08 09:30:00,590.23,591.92,579.57,579.89,1773532
2026-06-08 09:35:00,579.67,585.28,579.22,584.76,608434
2026-06-08 09:40:00,584.76,588.47,584.0,587.4,370051
2026-06-08 09:45:00,587.35,588.59,586.5,587.46,301345
2026-06-08 09:50:00,587.49,589.58,587.2,589.29,207409
2026-06-08 09:55:00,589.27,589.87,587.86,588.82,204742
2026-06-08 10:00:00,588.82,591.44,587.73,590.4,198555
2026-06-08 10:05:00,590.31,590.98,589.17,590.12,125092
2026-06-08 10:10:00,590.01,591.1,589.36,590.9,125947
2026-06-08 10:15:00,590.9,591.0,589.0,589.78,114381
2026-06-08 10:20:00,589.74,590.5,588.3,589.0,188342
2026-06-08 10:25:00,589.1,589.41,587.96,588.23,167770
2026-06-08 10:30:00,588.41,588.8,586.72,587.09,165634
2026-06-08 10:35:00,587.03,588.25,586.7,587.52,192892
2026-06-08 10:40:00,587.93,588.73,587.13,587.96,221365
2026-06-08 10:45:00,588.0,590.89,587.91,590.0,171693
2026-06-08 10:50:00,590.03,590.71,588.54,589.28,108819
2026-06-08 10:55:00,589.28,590.5,588.62,590.38,122709
2026-06-08 11:00:00,590.26,591.82,589.92,590.84,144456
2026-06-08 11:05:00,590.84,591.4,590.24,591.13,88718
2026-06-08 11:10:00,591.22,591.22,590.0,590.24,107221
2026-06-08 11:15:00,590.25,590.88,588.83,589.45,143891
2026-06-08 11:20:00,589.47,589.79,588.37,589.52,78565
2026-06-08 11:25:00,589.76,589.76,587.51,587.65,103601
2026-06-08 11:30:00,587.65,587.99,586.52,587.3,148991
2026-06-08 11:35:00,587.24,588.67,586.96,588.59,108480
2026-06-08 11:40:00,588.52,588.98,588.0,588.7,102519
2026-06-08 11:45:00,588.68,589.35,588.11,588.18,86932
2026-06-08 11:50:00,588.27,589.21,588.27,588.44,53253
2026-06-08 11:55:00,588.43,588.53,587.27,587.57,60267
2026-06-08 12:00:00,587.56,588.32,586.93,587.79,57712
2026-06-08 12:05:00,587.91,588.29,587.41,587.68,219576
2026-06-08 12:10:00,587.76,588.63,587.42,587.63,94297
2026-06-08 12:15:00,587.58,588.87,587.58,588.69,61077
2026-06-08 12:20:00,588.69,589.12,588.12,588.26,259137
2026-06-08 12:25:00,588.26,589.0,587.94,587.94,69209
2026-06-08 12:30:00,588.1,588.72,587.82,587.99,60741
2026-06-08 12:35:00,588.11,588.47,586.85,588.08,87821
2026-06-08 12:40:00,588.07,588.5,587.33,588.0,64003
2026-06-08 12:45:00,587.89,588.29,587.2,587.49,94105
2026-06-08 12:50:00,587.5,587.72,586.61,586.98,75233
2026-06-08 12:55:00,586.98,587.37,586.67,586.67,44432
2026-06-08 13:00:00,586.87,586.87,585.35,586.0,102441
2026-06-08 13:05:00,585.98,587.0,585.95,586.37,56101
2026-06-08 13:10:00,586.28,586.41,584.83,586.05,154496
2026-06-08 13:15:00,586.15,587.14,586.07,587.0,73192
2026-06-08 13:20:00,587.1,587.6,586.65,586.92,60048
2026-06-08 13:25:00,586.92,588.3,586.06,588.26,125166
2026-06-08 13:30:00,588.1,588.88,587.22,588.18,99387
2026-06-08 13:35:00,588.08,588.37,587.29,587.47,70469
2026-06-08 13:40:00,587.32,587.52,585.91,586.0,74722
2026-06-08 13:45:00,585.93,587.7,585.9,587.58,73117
2026-06-08 13:50:00,587.57,587.69,586.91,587.02,56478
2026-06-08 13:55:00,587.02,587.49,586.6,586.8,70458
2026-06-08 14:00:00,586.84,588.0,586.67,587.98,81170
2026-06-08 14:05:00,587.83,588.33,587.68,588.23,74523
2026-06-08 14:10:00,588.27,588.3,587.25,587.58,64565
2026-06-08 14:15:00,587.71,587.99,587.5,587.98,53608
2026-06-08 14:20:00,587.98,588.58,587.66,588.16,86726
2026-06-08 14:25:00,588.09,588.63,588.09,588.55,71222
2026-06-08 14:30:00,588.51,588.94,588.32,588.4,99036
2026-06-08 14:35:00,588.4,588.54,587.61,587.66,65576
2026-06-08 14:40:00,587.61,588.16,587.24,587.48,65100
2026-06-08 14:45:00,587.48,587.86,587.46,587.54,55244
2026-06-08 14:50:00,587.53,588.07,587.38,588.0,87481
2026-06-08 14:55:00,588.01,588.07,587.51,587.6,54387
2026-06-08 15:00:00,587.62,587.62,586.96,587.11,67787
2026-06-08 15:05:00,587.11,587.38,586.71,586.73,96409
2026-06-08 15:10:00,586.67,586.67,585.38,585.43,110131
2026-06-08 15:15:00,585.43,585.93,585.23,585.91,102009
2026-06-08 15:20:00,585.91,587.21,585.91,586.89,134845
2026-06-08 15:25:00,586.96,587.87,586.17,587.74,128780
2026-06-08 15:30:00,587.81,587.84,587.12,587.29,101723
2026-06-08 15:35:00,587.3,588.35,587.16,587.86,83024
2026-06-08 15:40:00,587.86,588.28,587.5,588.26,93506
